"CultureName","Name","FormatString"
"ro","YearMonthPattern","MMMM yyyy"
"ro-MD","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"ro-MD","LongDatePattern","dddd, d MMMM yyyy"
"ro-MD","LongTimePattern","HH:mm:ss"
"ro-MD","MonthDayPattern","d MMMM"
"ro-MD","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ro-MD","ShortDatePattern","dd.MM.yyyy"
"ro-MD","ShortTimePattern","HH:mm"
"ro-MD","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ro-MD","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ro-MD","YearMonthPattern","MMMM yyyy"
"ro-RO","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"ro-RO","LongDatePattern","dddd, d MMMM yyyy"
"ro-RO","LongTimePattern","HH:mm:ss"
"ro-RO","MonthDayPattern","d MMMM"
"ro-RO","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ro-RO","ShortDatePattern","dd.MM.yyyy"
"ro-RO","ShortTimePattern","HH:mm"
"ro-RO","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ro-RO","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ro-RO","YearMonthPattern","MMMM yyyy"
"rof","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"rof","LongDatePattern","dddd, d MMMM yyyy"
"rof","LongTimePattern","HH:mm:ss"
"rof","MonthDayPattern","MMMM d"
"rof","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"rof","ShortDatePattern","dd/MM/yyyy"
"rof","ShortTimePattern","HH:mm"
"rof","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"rof","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"rof","YearMonthPattern","MMMM yyyy"
"rof-TZ","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"rof-TZ","LongDatePattern","dddd, d MMMM yyyy"
"rof-TZ","LongTimePattern","HH:mm:ss"
"rof-TZ","MonthDayPattern","MMMM d"
"rof-TZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"rof-TZ","ShortDatePattern","dd/MM/yyyy"
"rof-TZ","ShortTimePattern","HH:mm"
"rof-TZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"rof-TZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"rof-TZ","YearMonthPattern","MMMM yyyy"
"ru","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"ru","LongDatePattern","dddd, d MMMM yyyy 'г'."
"ru","LongTimePattern","HH:mm:ss"
"ru","MonthDayPattern","d MMMM"
"ru","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ru","ShortDatePattern","dd.MM.yyyy"
"ru","ShortTimePattern","HH:mm"
"ru","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ru","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ru","YearMonthPattern","MMMM yyyy 'г'."
"ru-BY","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"ru-BY","LongDatePattern","dddd, d MMMM yyyy 'г'."
"ru-BY","LongTimePattern","HH:mm:ss"
"ru-BY","MonthDayPattern","d MMMM"
"ru-BY","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ru-BY","ShortDatePattern","dd.MM.yyyy"
"ru-BY","ShortTimePattern","HH:mm"
"ru-BY","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ru-BY","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ru-BY","YearMonthPattern","MMMM yyyy 'г'."
"ru-KG","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"ru-KG","LongDatePattern","dddd, d MMMM yyyy 'г'."
"ru-KG","LongTimePattern","HH:mm:ss"
"ru-KG","MonthDayPattern","d MMMM"
"ru-KG","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ru-KG","ShortDatePattern","dd.MM.yyyy"
"ru-KG","ShortTimePattern","HH:mm"
"ru-KG","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ru-KG","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ru-KG","YearMonthPattern","MMMM yyyy 'г'."
"ru-KZ","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"ru-KZ","LongDatePattern","dddd, d MMMM yyyy 'г'."
"ru-KZ","LongTimePattern","HH:mm:ss"
"ru-KZ","MonthDayPattern","d MMMM"
"ru-KZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ru-KZ","ShortDatePattern","dd.MM.yyyy"
"ru-KZ","ShortTimePattern","HH:mm"
"ru-KZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ru-KZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ru-KZ","YearMonthPattern","MMMM yyyy 'г'."
"ru-MD","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"ru-MD","LongDatePattern","dddd, d MMMM yyyy 'г'."
"ru-MD","LongTimePattern","HH:mm:ss"
"ru-MD","MonthDayPattern","d MMMM"
"ru-MD","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ru-MD","ShortDatePattern","dd.MM.yyyy"
"ru-MD","ShortTimePattern","HH:mm"
"ru-MD","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ru-MD","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ru-MD","YearMonthPattern","MMMM yyyy 'г'."
"ru-RU","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"ru-RU","LongDatePattern","dddd, d MMMM yyyy 'г'."
"ru-RU","LongTimePattern","HH:mm:ss"
"ru-RU","MonthDayPattern","d MMMM"
"ru-RU","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ru-RU","ShortDatePattern","dd.MM.yyyy"
"ru-RU","ShortTimePattern","HH:mm"
"ru-RU","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ru-RU","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ru-RU","YearMonthPattern","MMMM yyyy 'г'."
"ru-UA","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"ru-UA","LongDatePattern","dddd, d MMMM yyyy 'г'."
"ru-UA","LongTimePattern","HH:mm:ss"
"ru-UA","MonthDayPattern","d MMMM"
"ru-UA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ru-UA","ShortDatePattern","dd.MM.yyyy"
"ru-UA","ShortTimePattern","HH:mm"
"ru-UA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ru-UA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ru-UA","YearMonthPattern","MMMM yyyy 'г'."
"rw","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"rw","LongDatePattern","yyyy MMMM d, dddd"
"rw","LongTimePattern","HH:mm:ss"
"rw","MonthDayPattern","MMMM d"
"rw","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"rw","ShortDatePattern","yyyy-MM-dd"
"rw","ShortTimePattern","HH:mm"
"rw","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"rw","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"rw","YearMonthPattern","yyyy MMMM"
"rw-RW","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"rw-RW","LongDatePattern","yyyy MMMM d, dddd"
"rw-RW","LongTimePattern","HH:mm:ss"
"rw-RW","MonthDayPattern","MMMM d"
"rw-RW","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"rw-RW","ShortDatePattern","yyyy-MM-dd"
"rw-RW","ShortTimePattern","HH:mm"
"rw-RW","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"rw-RW","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"rw-RW","YearMonthPattern","yyyy MMMM"
"rwk","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"rwk","LongDatePattern","dddd, d MMMM yyyy"
"rwk","LongTimePattern","HH:mm:ss"
"rwk","MonthDayPattern","MMMM d"
"rwk","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"rwk","ShortDatePattern","dd/MM/yyyy"
"rwk","ShortTimePattern","HH:mm"
"rwk","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"rwk","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"rwk","YearMonthPattern","MMMM yyyy"
"rwk-TZ","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"rwk-TZ","LongDatePattern","dddd, d MMMM yyyy"
"rwk-TZ","LongTimePattern","HH:mm:ss"
"rwk-TZ","MonthDayPattern","MMMM d"
"rwk-TZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"rwk-TZ","ShortDatePattern","dd/MM/yyyy"
"rwk-TZ","ShortTimePattern","HH:mm"
"rwk-TZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"rwk-TZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"rwk-TZ","YearMonthPattern","MMMM yyyy"
"sa","FullDateTimePattern","dddd d MMMM yyyy hh:mm:ss tt"
"sa","LongDatePattern","dddd d MMMM yyyy"
"sa","LongTimePattern","hh:mm:ss tt"
"sa","MonthDayPattern","MMMM d"
"sa","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sa","ShortDatePattern","d-MM-yyyy"
"sa","ShortTimePattern","hh:mm tt"
"sa","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sa","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sa","YearMonthPattern","yyyy MMMM"
"sa-IN","FullDateTimePattern","dddd d MMMM yyyy hh:mm:ss tt"
"sa-IN","LongDatePattern","dddd d MMMM yyyy"
"sa-IN","LongTimePattern","hh:mm:ss tt"
"sa-IN","MonthDayPattern","MMMM d"
"sa-IN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sa-IN","ShortDatePattern","d-MM-yyyy"
"sa-IN","ShortTimePattern","hh:mm tt"
"sa-IN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sa-IN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sa-IN","YearMonthPattern","yyyy MMMM"
"sah","FullDateTimePattern","yyyy 'сыл' MMMM d 'күнэ', dddd HH:mm:ss"
"sah","LongDatePattern","yyyy 'сыл' MMMM d 'күнэ', dddd"
"sah","LongTimePattern","HH:mm:ss"
"sah","MonthDayPattern","MMMM d"
"sah","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sah","ShortDatePattern","yyyy/M/d"
"sah","ShortTimePattern","HH:mm"
"sah","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sah","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sah","YearMonthPattern","yyyy MMMM"
"sah-RU","FullDateTimePattern","yyyy 'сыл' MMMM d 'күнэ', dddd HH:mm:ss"
"sah-RU","LongDatePattern","yyyy 'сыл' MMMM d 'күнэ', dddd"
"sah-RU","LongTimePattern","HH:mm:ss"
"sah-RU","MonthDayPattern","MMMM d"
"sah-RU","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sah-RU","ShortDatePattern","yyyy/M/d"
"sah-RU","ShortTimePattern","HH:mm"
"sah-RU","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sah-RU","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sah-RU","YearMonthPattern","yyyy MMMM"
"saq","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"saq","LongDatePattern","dddd, d MMMM yyyy"
"saq","LongTimePattern","HH:mm:ss"
"saq","MonthDayPattern","MMMM d"
"saq","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"saq","ShortDatePattern","dd/MM/yyyy"
"saq","ShortTimePattern","HH:mm"
"saq","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"saq","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"saq","YearMonthPattern","MMMM yyyy"
"saq-KE","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"saq-KE","LongDatePattern","dddd, d MMMM yyyy"
"saq-KE","LongTimePattern","HH:mm:ss"
"saq-KE","MonthDayPattern","MMMM d"
"saq-KE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"saq-KE","ShortDatePattern","dd/MM/yyyy"
"saq-KE","ShortTimePattern","HH:mm"
"saq-KE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"saq-KE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"saq-KE","YearMonthPattern","MMMM yyyy"
"sbp","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"sbp","LongDatePattern","dddd, d MMMM yyyy"
"sbp","LongTimePattern","HH:mm:ss"
"sbp","MonthDayPattern","MMMM d"
"sbp","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sbp","ShortDatePattern","dd/MM/yyyy"
"sbp","ShortTimePattern","HH:mm"
"sbp","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sbp","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sbp","YearMonthPattern","yyyy MMMM"
"sbp-TZ","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"sbp-TZ","LongDatePattern","dddd, d MMMM yyyy"
"sbp-TZ","LongTimePattern","HH:mm:ss"
"sbp-TZ","MonthDayPattern","MMMM d"
"sbp-TZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sbp-TZ","ShortDatePattern","dd/MM/yyyy"
"sbp-TZ","ShortTimePattern","HH:mm"
"sbp-TZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sbp-TZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sbp-TZ","YearMonthPattern","yyyy MMMM"
"sd","FullDateTimePattern","yyyy MMMM d, dddd h:mm:ss tt"
"sd","LongDatePattern","yyyy MMMM d, dddd"
"sd","LongTimePattern","h:mm:ss tt"
"sd","MonthDayPattern","MMMM d"
"sd","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sd","ShortDatePattern","yyyy-MM-dd"
"sd","ShortTimePattern","h:mm tt"
"sd","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sd","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sd","YearMonthPattern","yyyy MMMM"
"sd-PK","FullDateTimePattern","yyyy MMMM d, dddd h:mm:ss tt"
"sd-PK","LongDatePattern","yyyy MMMM d, dddd"
"sd-PK","LongTimePattern","h:mm:ss tt"
"sd-PK","MonthDayPattern","MMMM d"
"sd-PK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sd-PK","ShortDatePattern","yyyy-MM-dd"
"sd-PK","ShortTimePattern","h:mm tt"
"sd-PK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sd-PK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sd-PK","YearMonthPattern","yyyy MMMM"
"se","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"se","LongDatePattern","yyyy MMMM d, dddd"
"se","LongTimePattern","HH:mm:ss"
"se","MonthDayPattern","MMMM d"
"se","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"se","ShortDatePattern","yyyy-MM-dd"
"se","ShortTimePattern","HH:mm"
"se","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"se","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"se","YearMonthPattern","yyyy MMMM"
"se-FI","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"se-FI","LongDatePattern","dddd d MMMM yyyy"
"se-FI","LongTimePattern","HH:mm:ss"
"se-FI","MonthDayPattern","d MMMM"
"se-FI","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"se-FI","ShortDatePattern","dd.MM.yyyy"
"se-FI","ShortTimePattern","HH:mm"
"se-FI","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"se-FI","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"se-FI","YearMonthPattern","MMMM yyyy"
"se-NO","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"se-NO","LongDatePattern","yyyy MMMM d, dddd"
"se-NO","LongTimePattern","HH:mm:ss"
"se-NO","MonthDayPattern","MMMM d"
"se-NO","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"se-NO","ShortDatePattern","yyyy-MM-dd"
"se-NO","ShortTimePattern","HH:mm"
"se-NO","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"se-NO","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"se-NO","YearMonthPattern","yyyy MMMM"
"se-SE","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"se-SE","LongDatePattern","yyyy MMMM d, dddd"
"se-SE","LongTimePattern","HH:mm:ss"
"se-SE","MonthDayPattern","MMMM d"
"se-SE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"se-SE","ShortDatePattern","yyyy-MM-dd"
"se-SE","ShortTimePattern","HH:mm"
"se-SE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"se-SE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"se-SE","YearMonthPattern","yyyy MMMM"
"seh","FullDateTimePattern","dddd, d 'de' MMMM 'de' yyyy HH:mm:ss"
"seh","LongDatePattern","dddd, d 'de' MMMM 'de' yyyy"
"seh","LongTimePattern","HH:mm:ss"
"seh","MonthDayPattern","d MMMM"
"seh","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"seh","ShortDatePattern","d/M/yyyy"
"seh","ShortTimePattern","HH:mm"
"seh","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"seh","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"seh","YearMonthPattern","MMMM 'de' yyyy"
"seh-MZ","FullDateTimePattern","dddd, d 'de' MMMM 'de' yyyy HH:mm:ss"
"seh-MZ","LongDatePattern","dddd, d 'de' MMMM 'de' yyyy"
"seh-MZ","LongTimePattern","HH:mm:ss"
"seh-MZ","MonthDayPattern","d MMMM"
"seh-MZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"seh-MZ","ShortDatePattern","d/M/yyyy"
"seh-MZ","ShortTimePattern","HH:mm"
"seh-MZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"seh-MZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"seh-MZ","YearMonthPattern","MMMM 'de' yyyy"
"ses","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"ses","LongDatePattern","dddd d MMMM yyyy"
"ses","LongTimePattern","HH:mm:ss"
"ses","MonthDayPattern","d MMMM"
"ses","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ses","ShortDatePattern","d/M/yyyy"
"ses","ShortTimePattern","HH:mm"
"ses","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ses","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ses","YearMonthPattern","MMMM yyyy"
"ses-ML","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"ses-ML","LongDatePattern","dddd d MMMM yyyy"
"ses-ML","LongTimePattern","HH:mm:ss"
"ses-ML","MonthDayPattern","d MMMM"
"ses-ML","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ses-ML","ShortDatePattern","d/M/yyyy"
"ses-ML","ShortTimePattern","HH:mm"
"ses-ML","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ses-ML","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ses-ML","YearMonthPattern","MMMM yyyy"
"sg","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"sg","LongDatePattern","dddd d MMMM yyyy"
"sg","LongTimePattern","HH:mm:ss"
"sg","MonthDayPattern","d MMMM"
"sg","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sg","ShortDatePattern","d/M/yyyy"
"sg","ShortTimePattern","HH:mm"
"sg","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sg","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sg","YearMonthPattern","MMMM yyyy"
"sg-CF","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"sg-CF","LongDatePattern","dddd d MMMM yyyy"
"sg-CF","LongTimePattern","HH:mm:ss"
"sg-CF","MonthDayPattern","d MMMM"
"sg-CF","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sg-CF","ShortDatePattern","d/M/yyyy"
"sg-CF","ShortTimePattern","HH:mm"
"sg-CF","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sg-CF","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sg-CF","YearMonthPattern","MMMM yyyy"
"shi","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"shi","LongDatePattern","dddd d MMMM yyyy"
"shi","LongTimePattern","HH:mm:ss"
"shi","MonthDayPattern","d MMMM"
"shi","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"shi","ShortDatePattern","d/M/yyyy"
"shi","ShortTimePattern","HH:mm"
"shi","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"shi","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"shi","YearMonthPattern","MMMM yyyy"
"shi-Latn","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"shi-Latn","LongDatePattern","dddd d MMMM yyyy"
"shi-Latn","LongTimePattern","HH:mm:ss"
"shi-Latn","MonthDayPattern","d MMMM"
"shi-Latn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"shi-Latn","ShortDatePattern","d/M/yyyy"
"shi-Latn","ShortTimePattern","HH:mm"
"shi-Latn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"shi-Latn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"shi-Latn","YearMonthPattern","MMMM yyyy"
"shi-Latn-MA","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"shi-Latn-MA","LongDatePattern","dddd d MMMM yyyy"
"shi-Latn-MA","LongTimePattern","HH:mm:ss"
"shi-Latn-MA","MonthDayPattern","d MMMM"
"shi-Latn-MA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"shi-Latn-MA","ShortDatePattern","d/M/yyyy"
"shi-Latn-MA","ShortTimePattern","HH:mm"
"shi-Latn-MA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"shi-Latn-MA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"shi-Latn-MA","YearMonthPattern","MMMM yyyy"
"shi-Tfng","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"shi-Tfng","LongDatePattern","dddd d MMMM yyyy"
"shi-Tfng","LongTimePattern","HH:mm:ss"
"shi-Tfng","MonthDayPattern","d MMMM"
"shi-Tfng","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"shi-Tfng","ShortDatePattern","d/M/yyyy"
"shi-Tfng","ShortTimePattern","HH:mm"
"shi-Tfng","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"shi-Tfng","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"shi-Tfng","YearMonthPattern","MMMM yyyy"
"shi-Tfng-MA","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"shi-Tfng-MA","LongDatePattern","dddd d MMMM yyyy"
"shi-Tfng-MA","LongTimePattern","HH:mm:ss"
"shi-Tfng-MA","MonthDayPattern","d MMMM"
"shi-Tfng-MA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"shi-Tfng-MA","ShortDatePattern","d/M/yyyy"
"shi-Tfng-MA","ShortTimePattern","HH:mm"
"shi-Tfng-MA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"shi-Tfng-MA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"shi-Tfng-MA","YearMonthPattern","MMMM yyyy"
"si","FullDateTimePattern","yyyy MMMM d, dddd HH.mm.ss"
"si","LongDatePattern","yyyy MMMM d, dddd"
"si","LongTimePattern","HH.mm.ss"
"si","MonthDayPattern","MMMM d"
"si","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"si","ShortDatePattern","yyyy-MM-dd"
"si","ShortTimePattern","HH.mm"
"si","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"si","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"si","YearMonthPattern","yyyy MMMM"
"si-LK","FullDateTimePattern","yyyy MMMM d, dddd HH.mm.ss"
"si-LK","LongDatePattern","yyyy MMMM d, dddd"
